original	selected	orbit_size	selected_index	used_for_strict
OXOO-X-O-OOOO-OX-OOXXO--XX-OO--OO-OOXXXX-XXXXOXXO-OXOO-OOXO-XX--	OXO-XX--O-OXOO-O-XXXXOXXO-OOXXXXXX-OO--O-OOXXO---OOOO-OXOXOO-X-O	16	3	false
OOXO-XXXXXX--XOX----XOOXOO-OO-OO---OOOX-XXOOX-O-OXOX-O-XOOO-OX-X	OOX-O-XOOXX-O-XOOOO---XX-XOOO--OO-XOOX--XO-O-OXX--OXOOOXXX--OXXX	16	13	false
XOOXOO-X--X----XX-OXOX-OOO-OX----X-OOOO-XXOX-XXOOXOXXXOXXOXX-X--	X-XO-XOXO--OXXXOOXO--OOXX-XOOXXXO-OXO-X-O-X-OXXX----OXO-XXO--OX-	16	7	false
OXOO--OOXX-X--OOX-OXOXOO-O-OXXOXXO-XOOOOXOX-O--O------XXXXOX-O-O	XXOX-O-O------XXXOX-O--OXO-XOOOO-O-OXXOXX-OXOXOOXX-X--OOOXOO--OO	16	1	false
OOO-O-XXXX-X--XXOOXXXOOXOXXOOXXX--OXOXX----O--OOXXXXXOOXO-O-O-X-	OOO-O-XXXX-X--XXOOXXXOOXOXXOOXXX--OXOXX----O--OOXXXXXOOXO-O-O-X-	16	6	false
-O-O-X--XOOXOX-XXX-XXOXXOXOOO--XX-OOXX-O--XOOX-X-O-OXOO-XX-XX---	---OO-OO-XXOX-X-O-OXXO--X-OOXX-OO--XXXOXOOXOO-OOO-OXOXXO--O-X-X-	16	11	false
O-OO-XOX-----XX-OO-O-OOO---OX-OXOOOXXOXX-OO-O--OX-X-O--XX---XXX-	O---OOO-O-O-X--O-XX-X--XXXXOOXOO---XO-XOXX-X-XXX-----OO-X-XX-OXO	16	7	false
XO-OXX-OXXOOOOX-OOX---XOXOXOOX-OOXXOO-X-OOXX-XOXO-XOO--OXOX--XO-	X-XX-OX--OO-OX-XOX-O-O-OOX-XX-X-XX-XXOX--XOOOOOOXOXXOX-XOOXOXXXO	16	9	false
OXXO-O-O-OOO--O-O-O-OXXXXXOXXO-OOXOXXX-----OX-X-O-X-OX-OX-X-OX--	O-OXO-OXXO-XX---XOOOO-XXOO-XXO----OXXXOOO-XOX-XX-OX--X--O-XO--O-	16	0	false
OXXOXO-O-OO-O-OXO--OOXO--OXXO-O-XXXXXXOO-X-O-XX-X--OXOOO--OX-O--	XOOXOX-X-XX-X-XOX--XXOX--XOOX-X-OOOOOOXX-O-X-OO-O--XOXXX--XO-X--	16	7	false
OOXXX-OXX--OOXXOXXOXO-OOOXOOX-XXO-XXOXXOOOOOXOOOX--O-X--XXOOXX--	OXXOXX--XOXOOX---O--OXOOOXXOXO-OOXOXOXXXO-XXOX-XX-OO-X-OXOOXXXOO	16	5	false
OXO-XXX-O--XOXXOXXXOOOXXXOOOXXXXO--XOXO-X-X-X--XXOOXXXOOOO--O-X-	OO--O-X-XOOXXXOOX-X-X--XO--XOXO-XOOOXXXXXXXOOOXXO--XOXXOOXO-XXX-	16	11	false
O-O--O-OOXXX-OO--OO-OXOOO--XOO--XOXXO---OXXOOXOXXXO-X-OOX--XX-O-	O--OO-X-OOX-O-XXXOOXXOXOOXOOX---X--OXX---XX-XOXXXOOO-XX-X-X--X-X	16	12	false
XXOOX-XXXOOXXXXXXOXX--O--X-OXX--OOXXO-XXXXXOOOXOXOXO-OXOOOXX-X-O	XX-XOOXXXXXXXOOX-O--XXOX--XXO-X-XX-OXXOOOXOOOXXXOXO-OXOXO-X-XXOO	16	6	false
-OOO-OXXOXOOO--OOX-----X-X-OOO-XOXOXO--O-XOO-X-XOOX-XO-X--O-O---	-O-O-OO--OXXXXXOOXOO--OO--OXO-OOOX-OO-O--OX-O--O-------X-XXOXXOX	16	14	false
XXO-XOXO-XXO-OO-X-XX--XOX-OOXX-XXX-OO-O-X---X-OXXXXXXXX-X-XOO--O	X-XXXXXXXX--X-X-OXXO--XX-OXOO-XOX--XOXXOOO-X--X-XOX-OOX-O-OX-X-O	16	6	false
OX-OXXX---X-XOOXXXOOOOXOOX-XX-OOXXOXX-X------O--OO-O-OXOX-X---X-	-X---X-XOXO-O-OO--O------X-XXOXXOO-XX-XOOXOOOOXXXOOX-X---XXXO-XO	16	10	false
-O--X-X-XXO-OOOOXXXO-O-OX--OXX--XOXOO-XXXOXXOOXO-XOXOXXXOOOOX---	---XOOOOXXXOXOX-OXOOXXOXXX-OOXOX--XXO--XO-O-OXXXOOOO-OXX-X-X--O-	16	4	false
OOOXO--OXXOOOX-OX-OOX--OX--XX-X-OX-XXXOOX---XOOXO-XOX-X--XOO-O--	--XO-OOO-XOOX---O-OX--X--XXXXXOOOO-XXOOXOX---OOOX--X--XO-OXOXXXO	16	11	false
X-XX-OOOXX-X-XOO-OXXX-XOXXXXXXX-O--XXOOOXXXX--XOX-XXXX-XOOO--XX-	OOO-XX-XOOX-X-XXOX-XXXO--XXXXXXXOOOXX--OOX--XXXXX-XXXX-X-XX--OOO	16	1	false
OOXX-O-X-OXO--XXO-X-XXXOX-XXOXOOOO-OXXO-OX--XOO-OOX--OOXXOX----O	OXO----XXXO--XXOXO--OXX-XX-XOOX-O-OOXOXXX-O-OOOX-XOX--OOXXOO-X-O	16	2	false
O-X-OOXO--O--XX-X--OXX-O---OO-OO-OOOXXOOXXOXO-XOO-OX--XXO--O-OX-	XOXX-O-X-OO--X--X-OOX--OXX-XX---XXOOXXX-XO-XOXOOOO--OX-X-OX-X--X	16	12	false
OOO-OOOO-OXX---XOX-XXX-OOOXOXX-XO-XOXOX-OX--O-OX--OX-OOXXX-XOO--	XOXO-OO-X---OXX-X-OOX-XXX-OOOX-X-OOXX-OOXO-OO-X-XXOX-O-OX-XXXX-O	16	7	false
OX-O-OXOOO--OXXX--X-OX-XO-OXO--OXX-OO-XOXX-O-OOOX-O-XXXOO-XX---X	X---XX-OOXXX-O-XOOO-O-XXOX-OO-XXO--OXO-OX-XO-X--XXXO--OOOXO-O-XO	16	3	false
X--XX--OO--XO--OXXOOO-XOXOOXX-OO-XOOX-XOOO-O-X----XO-OXXOXOO----	-O-XXXXX-O-OXO---XO--------OOXXOXXXXOXOOXO-XXX--O-XOXO--X-X-OOXO	16	9	false
OX-XXXXXOOOX--OO--O-X-OOX--XXXXXOO-OOXOXXX-OX--X--X--OXXOXX-OO--	-XXXXOOX-X-OXOOXOO-XX--XO-XOXX-X--OOX-XXXX---OO-X-XO--OXO-XOX-OO	16	3	false
O-X--XXX-OO-O-O-OX-O-XXO-OOXX-XOX-XXO-O-X--XOOOOOO--O--OOO-XXO--	X-OO-OO-XOXXOO--X-X--O-O-O-XOOOX--OXXX-XXO-OX----OXO--OOO-O-XXOO	16	7	false
-O-OOOOXO-X-OXO-XXOO-X---XXXX-XXXO-XOX-XXO-O-X---X-OOOXX--O-X---	OXXXX-X--XOX-O-X--O-XXOOOO-OOOO-O-OXO-XO--O-X-XOOOXXX-O----O-X--	16	7	false
OXO-X-X-OX-X--O---O-XXOXO-OXO-OXX-XXOOX---OXOOOOOOXXXO-O-X--OO--	--OO--X-O-OXXXOOOOOOXO---XOOXX-XXO-OXO-OXOXX-O---O--X-XO-X-X-OXO	16	10	false
OOOXOX-XOO--OOXX-O--O-O----OXOXOOXOOX-XOOXXXOOO-OXXXO--XXX-XX--X	X--XX-XXX--OXXXO-OOOXXXOOX-XOOXOOXOXO----O-O--O-XXOO--OOX-XOXOOO	16	3	false
-X--O--OO-OX-OXXO---XOXXXXXXX-----XXO---OXOX---OXOOXO-OOXOXXXO--	-XXO-XOOO--O-OXX-X-OOXXO-O-OOOOOX-OOX-XO-XX----X-OO---X-XOO--XX-	16	10	false
OO-OXO-OOXXOXOOXOXOXXO-XOX-OO--OOXOOO--OO--XOXO-X--XX-XXO-OXXX--	O-OXO-OOXOOXOXXOX-OXXOXOO--OO-XOO--OOOXO-OXOX--OXX-XX--X--XXXO-O	16	5	false
X-XXXOXOO-XO-XXX-OX--OO--X-XX---XX-OOOXX--OO-OOXXO-OOOOO-XXX--O-	OX--O-O---XOO-XOOOO--X-OOX-OXXXOO--OX-X-XOX-XXX-OOX-OXXXXO--OOX-	16	7	false
OX---OOO-OXXOXOX-O-XX-OXOXOXO-XXXX-XX-XOX--XX-XXXOOOOOXXO--X-XO-	-OOXOOOXXOOOOXXXOX----OX-XOOXOX-OXOOOOO--X--X-O--X-OOXXOXOOOX--X	16	14	false
OOOXXOXO-XX--OX-OXO-XXO-X-XOO-O-X-OOX--OOX-----O-OOX-OXOOX------	O-OXXO-OXOX--XXO-O-OXOXO-X-OO--X---XOX-X-O---XOO-X--OOXX-OOO---O	16	1	false
XOO--XOXX----OOOOXXXXOXX-O-OOOXO-XXOXX-XXOO-OX-OOOXOXX-OXX-OO-O-	XOX--OOXOOO----XXXOXXXXOOXOOO-O-X-XXOXX-O-XO-OOXO-XXOXOO-O-OO-XX	16	14	false
OOXO-XOO-OO-XX-O-OOXXXOXXXOOX-OO-XXXOXOXOOX-XXXXOOOO-OO-OOOO----	XXOX-OXX-XX-OO-X-XXOOOXOOOXXO-XX-OOOXOXOXXO-OOOOXXXX-XX-XXXX----	16	4	false
X-XOXO--OOX-OOO-O-XXXX-XXO-XOO-X-OOOXO-OX---XOOXO-OXOXO--OO-X---	X-XOXO--OOX-OOO-O-XXXX-XXO-XOO-X-OOOXO-OX---XOOXO-OXOXO--OO-X---	16	3	false
-OOXO-O-XO---OOXXO-XXXX---XXXXO-O--XO-OXX---OXO-OXO---XXX-OXOO--	-OOXO-O-XO---OOXXO-XXXX---XXXXO-O--XO-OXX---OXO-OXO---XXX-OXOO--	16	3	false
OXXXXXXXO-OOX--OO-X--OO-OOOXXOOXXX-OXO--OOOX-OXOXX---X--OOO----O	XOOOOOOOX-XXO--XX-O--XX-XXXOOXXOOO-XOX--XXXO-XOXOO---O--XXX----X	16	9	false
XXOXOX-XO-O-O--O-XXOO-XX-OXXXOXXOOXOXXOXXXXOXOOX-OXX-X--OOO--X-O	X-XOXOXXO--O-O-OXX-OOXX-XXOXXXO-XOXXOXOOXOOXOXXX--X-XXO-O-X--OOO	16	0	false
XX---OXOXX--OOXO-XOOX-O-XX-OOOO--O-OOXO-OOXOXO-XOXOOOOOOOX--XX-O	XX-X-OOOXXXXOOXX--O--XO---OOOOO--OXOOXOXOO-OXOOXXXOOO-O-OO---XOO	16	4	false
XOXOXX-OO--XX-XXO-O-O--OOOOXX--OXX-OXO-OX-OOOXOXXO-OXXO-OXX-XX-X	O-OXXXOX-XX---O-OOOX---OOOXOOXOO-XXXO-OXO-X-XX-OOX-OX--XXOOOXXXO	16	7	false
OOOXOOXOXX-XXX---OOOXOXOXO-OXO-XOO-XOXX-OOXOXO-XOOOOOX-XOX--XO-X	XXXOXXOXOO-OOO---XXXOXOXOX-XOX-OXX-OXOO-XXOXOX-OXXXXXO-OXO--OX-O	16	4	false
X-XOXXOX--X--XOXXOOXOOO-OOOXX-OO---OOXO-OO-OXXXOXO-XXXOOXOX----O	O-OXOOXO--O--OXOOXXOXXX-XXXOO-XX---XXOX-XX-XOOOXOX-OOOXXOXO----X	16	8	false
OXOOO-XXOX--X-OOXO-O--XOOX-XX-OOXO-XX--OOXX-XOXOXOOOO-O-X-XOXX-X	OOXOXOXXXXOXOXO-O----XOXO-OXX-OOOX-XXXOX-----O-XXOXO-XO-XOOOOO-X	16	8	false
OXOOO--OXOX-XOO-O--O-OOXOXOXXOX--OXOXX-XX----XXOX--XXO--XXOOX--O	O--OOOXO-OOX-XOXXOO-O--O-XOXXOXOX-XXOXO-OXX----X--OXX--XO--XOOXX	16	14	false
-OOO--OX---O--X-OXXO--XXO--XXX-XXX-OX----XX--OXXO-X--O-XX-X-O---	X-X-O---O-X--O-X-XX--OXXXX-OX---O--XXX-XOXXO--XX---O--X--OOO--OX	16	12	false
XOOOOOOXOO-XO---XXXOXXO----OOXOOXX-XO-O-OOXXX-OOXOOOXXXXO---O-X-	O--X-XO-X-XXXXOOX-OO--O-XXOXXOOXXOXXOOX-X-O--OX-XXO-OXX-OXO-OXOX	16	14	false
OOOXXX-OOXX-OX-XXXOXXXXX-OXOO--O-OOOOOOXOXXOOOXO--XXO-OXO-XX---O	OOX--O-OOXXOOX--OXOXOXXXX-XOOOXXXOXOOOO-XXX-OO----X-OXO-OXXOXOXO	16	6	false
X--OX-OXOOOO-XOX--XXX-X-XXOXXXXXX-XXXOOOX-OOX-OOOX-OXO-XX---OOX-	XO-XXXOX-O-X--X--OXOXO--OOXXXOO-X-XXXXXO-X-XO-OOOOXXOO-XXX-XOOX-	16	9	false
XOOXOXOO-XXOO-OOO-X--X-XXX-XO---XO-OXO---XXX-OXXOXX-XX-XOO-OXX-X	OXXOXOXX-OOXX-XXX-O--O-OOO-OX---OX-XOX---OOO-XOOXOO-OO-OXX-XOO-O	16	1	false
-O-XX-XO--XXOXX-XXOXOO-XO-OXXOXX-OOXOO-OXOO-XXXOXXOOOO--OO-O----	--XXOO-X--O-O-OO-XOXXXO--XOXOXXOXX-OOOOO-XXXXXO-XOXX-O-XXOO-XO--	16	4	false
XXXXOOOX--X-X--OOO----OOO--OOX--XOOXOXXO--XOOX-OX--O-XX-XX-OO--O	OOOOXXXO--O-O--XXX----XXX--XXO--OXXOXOOX--OXXO-XO--X-OO-OO-XX--X	16	11	false
XX---OOOOO--XXXX-O-O--OOX-OOXXX-X-XXXXOOOX-XXOXX-OO-XXOOO-OX-XO-	XX---OOOOO--XXXX-O-O--OOX-OOXXX-X-XXXXOOOX-XXOXX-OO-XXOOO-OX-XO-	16	5	false
XXOXO--X--XXO--X-XOO-XO-OOOOXXOXOXOOOO-OO-OOXX-OOOO-O-OXO--X-XX-	-XX-X--OXO-O-OOOO-XXOO-OO-OOOOXOXOXXOOOO-OX-OOX-X--OXX--X--OXOXX	16	13	false
--X-XOOOOOOXO--OXX-X-X-XXXXOXOOOXOOXX-XO---O-O--X-OOO-X-OO--X---	--X-XOOOOOOXO--OXX-X-X-XXXXOXOOOXOOXX-XO---O-O--X-OOO-X-OO--X---	16	4	false
-O----OOXXX--XXXXO-X-XXXOX-OOOXOX--XOOXXOXO--XO---O--XXOO-X-XX--	--XX-X-OOXX--O---OX--OXOXXOOX--XOXOOO-XOXXX-X-OXXXX--XXXOO----O-	16	0	false
OX-XOXX-XXO-XO-OOO---X-OO--OXXXOXOOXXO-OXX-OO-O-XXX--OOXO-O-X-X-	XO-OXOO-OOX-OX-XXX---O-XX--XOOOXOXXOOX-XOO-XX-X-OOO--XXOX-X-O-O-	16	1	false
XXXOXX-OOXX-O-OXOXO--OX-XXXOXOXO-O-XOXX-X----OXO-OXOX-OOX-XX-O-O	OOO-O-XO-OXXXXO-O-OXOO-X-X-OX-OXXO-XO--OXX--XOXX-O-OXXXXX-X-XOOX	16	9	false
OOO--XXO-XO--OOX-OO-OX---XXXXOX--XOOX-O--OOO-OX-O-O-OX-OOX-XOO--	-X----OX--OXO-XOXOX-XOXOXX-OOX--O-XXO----XXXOXXXO-XOOXOXXX-----X	16	11	false
XXOO-X-XO--O-X-------XXXO--XOXXOXXXXXOXO----OX-O-O-OX-X-O-X-----	O-OXXX----OOO-O-OOOOXO-----XOXO-XX-OO-X-X---O--OO---O-X-OX-XO--X	16	12	false
OOOXO-XXXX-----O--XO--XOXXXXXXOXOOXOX-XXOOX--X--OOXO-XOO-XXXO-O-	-X-XOOO-XXO-XOXX--O--OXXOO-OXOXXOXOOOOOOXO--XO--X-----OOOO-XOXXX	16	15	false
OOOO-OXOXO-OXO-X-XXXXXX-O-XXO-OO---XOX-X-O-X--X-O--XX---X--OX--O	OX--X-OX--X--OXX----OO-XXOOOOOXXOO-XXOO----O-OXX--O-XO-OX--OX-OX	16	12	false
O-XXO-XXX-OXOOO-OX-OX-XXOXXOXX---XOOO--OOO-XOX--XOO-XOOOX---OO--	X---OO--XOO-XOOOOO-XOX---XOOO--OOXXOXX--OX-OX-XXX-OXOOO-O-XXO-XX	16	15	false
OOO-OXXO-OX-OOXXX-OX-X--XOXXOO-OX--XO--X-OXX---XXOOO-XXOX-XX----	OXXO-OOOXXOO-XO---X-XO-XO-OOXXOXX--OX--XX---XXO-OXX-OOOX----XX-X	16	13	false
X-OOO-XOOXO-OOOO-XO-OX-O-OOXOXXO---XOXOXOX---OOOXXXO-X-XX-XXOO--	--XXOO-OO-O-XOOOXXX---OXOXOXO---XOOXOXX-X-OX-XO-XXXX-XOXXO-XXX-O	16	6	false
O-OX-XO--OXO-OX----XX-XX-XOXOOO-OXOXX-XX--XO-O-XXOXOO-X--OOXX---	X---X-O--X-OO-XXXO-XXOOXOXOOOXXO--OXO-XOOX-X-X--XOOXO-O---O-OO--	16	0	false
XXXOXXX--XXX-O-OOOOXXOXX--XOOOOXXOXXOXOXXOXO-XOXO-XX--OX-X-OXX--	-OOOOOX--XXXXO-OO-OOXXXOO--XXO-OXOXOXOOX-OOOOXOOO-XX-XOO-XOO-X-O	16	5	false
O-XX-OOOXXO-OO--OXOX---O-O-OO-OOOXXXOOO-XOXOXXX----OO-OOXOXX----	----OOXOXX-XX----OOOXOXO-XXXOOOXXX-XX-X-X---OXOX--XX-XOOXXX-OO-X	16	10	false
OOOO-XO-X-O-OXO-XOXO-OOX-O-OX-XOOO-XX-OX-XOX-OXOXXXXXXO-XXO-OX--	--OX-XOO-XOOOOOOXOX-OXO-OX-OO-XXXO-OX-X-OXX-XOXO-XOX-X-O-XO-XXXX	16	15	false
XX--XXXO-OOOXXXOO--XXX----OOX--X-XOOOXOOOX-OOX-X-OOOO-OOX--XXX--	O-X--X-OOX--OOX--X-XX-X--XOXXXXOOOOOXXXOOOO-OO-OOO--X-X-XX-OXOX-	16	8	false
OXOO-XXOOX-O-X-XXXO-XO-O--OXX-O-OX-OXOXXOO-O-XXOOOX--XO--X-XO---	XXO-XXX-OOO-OXXOX-XX--O-XX-OXX-O--OOO--XOOX-XOO-O--XOOX-XOX-OX--	16	6	false
XOO-OOXXOXOXO-X-OOOXXX--XX-XO-OXO-XOXO--OO-XOO-OXX-X-X-XX-X--OX-	-OX-O--OO---X-OOXOXX-O-X--XOXOXX-OOXOOO-O--O-XXX-OX-OXOXOOXXOXXO	16	8	false
OO-XOOXXOOO-X-OX-OXOX---X--XXX---OOXX-O-X--OOXOXX--XOO-X-XO-OX--	XXOOX-OOXO-X-OOO---XOXO---XXX--X-O-XXOO-XOXOO--XX-OOX--X--XO-OX-	16	9	false
XX-XX-XO-O---X-OXOX--XX-XOXOOXOOO-OOOOX--OXXX-X-OX-XO-OX-X-OO---	XX-X--O-O-OXOOX--OOOX---O--XXOXXO--XXOOX--OOXO--OXXX-XOOO-OOX-X-	16	10	false
OXOOOOX-XXXOOOXOX-X-OX--XX-XOOXO---OX-OXX-OOO---O-XX-O-XO-OOOO--	-X-XO-O----OX-XXOO--OXOOO-OXOOOOOXOOX-OOOXO--XXO----X-XXOOX-XXXO	16	11	false
O-OXOX-O--O-XO---XOOXX--XX-XXOOX--XXX--XX-XXOXX--OXX-XXXX-X-X-O-	O-O-O-X--XOO-OOOO-OOXOO---OOO--OOO-OOXXO-OXXOO----X-OX--X-XOXO-X	16	12	false
XX--OX--XXOX--X--X-OX-XXO--OXO-XX--OOO-O-O-X-OX-OX--XXXX-X-OX---	-O-XO-XXXXO--XXX------O-O-XOOOX-XX-OXX-O-XOOO--X-XX--XX--X-OXX--	16	10	false
O-OO--OO-XOO-XXOX-X-OOOXOO-OX-XOOXXXO-OOOX-O-O--OXO-OOOXXOOO--O-	-X-OOXOOOO-OXOXO-OO--OX--O-OXO--O-OXO-OOOO-X-XOOOXXXO-X-XOOOOX-O	16	4	false
OOO---XOXX-XX-X--OXOXO-OXX-OXO-OX--XOOOOXOXOXXXOOOXO-O-X-XXX----	OOO---XOXX-XX-X--OXOXO-OXX-OXO-OX--XOOOOXOXOXXXOOOXO-O-X-XXX----	16	4	false
XO-XOO----OOXXOOOOXO---XO--XOXXXXX-OOO--O----XXOO-OOXO-OX---OO--	--XXO-XOXXOOXX--O---XOXXOOOXO--X--XXX-OOXOO----XX-XOXX-X--XX---O	16	3	false
XX-XX-O-OOXX-XXO-X-X-OXX--OOX-O--XXOOX--XX-OXX-XOO-XOXOXXO-OOO--	XOX---OXOOXX-XOX---XO-X-OXOOOXXXOOXOX--XOXXX-OX--O--OXXO-XX--XO-	16	4	false
-XXXX-OOXO-OOO---XOOO-O-O-OXOOOOX--OX-XOOXOXX-XOO-OOOXX-XOX-X---	---O-OXO-OOXXX-XXO-OOXOXXO-OX--OXXXXOX-X-X-XXXO---XXX-XOXX-OOOO-	16	3	false
O-XOOOOX-XXXXX-X--XOOXX--XXXOOOX-O-XO-OO-OOO--XOXXOOOO-XXXOX-XO-	XXOX-XO-XXOOOO-X-OOO--XO-O-XO-OO-XXXOOOX--XOOXX--XXXXX-XO-XOOOOX	16	11	false
XXOX-XXOXO-OXX-XXOX-OX--O--XXXO-X-XOO--OOXX----XX-X-OO-XOXX---XO	XOO-OXOOO-OOX-XO--OX-OXO-XOOO--XX--XXO-OO----OOXO-XX-O-OXO---OOX	16	8	false
X--OO-XOXOO-OXOOXOO-XO-XOXOOXXXO-OOXOO-O-X---OXXOX-O-XO-OOOOXO--	--XOXXXX-XO-X-OXOOX---O-X-XXOXX-XOOOXXOXO-XO-XXOXXOX-XXOXO-XX--O	16	4	false
--X--XOX-X--XO-O-X-O-OOOOXXOOXXXXO-OXO--OOXOOOXXO-X-OOO---XOX---	--XOX---O-X-OOO-OOXOOOXXXO-OXO--OXXOOXXX-X-O-OOO-X--XO-O--X--XOX	16	15	false
OXXOO-OOXO-XO-OOOO--XOOXOOOOXO-XO--OOOXO----OOOX-XOXX-XXOOXXOXX-	-OOXOOXXOOXO-XXXO-XXXX--XOXXOOXXOO-XX-OXOX--X--OXO--XXXOX--XXXOX	16	12	false
OOO-OXO-OO-X-X-XXOXXXOOOXXXXX--X---XO--OXO-XXX--OOXXOX-O-X-XO---	XXX-XOX-XX-O-O-OOXOOOXXXOOOOO--O---OX--XOX-OOO--XXOOXO-X-O-OX---	16	4	false
XOXXOX-OO-XXXOX--OXXXXOOOOXXXO--XX-OOOX-X-OOOXOXXX--OXXXO-O-X--O	XO-OXXXOO-OOX-X-XXXX-O-OXXXXOO--OXXXOOOXXOXOOXX--XO-XOX-O-O--XXO	16	6	false
-O-----XXOOOOX-XXXO-XO---OOXXO--XX-XO--XOO-----O-XXX-OOOOX-XXO--	-XXO--OO-X------XX--XXO-O--XOOX-OO-OO-X--O--XXX-OOXOXOXXX-XO-OO-	16	2	false
-OXXXX-OOX-XOX--X---OO-XO--OXOOXXO-OX---OOOXX-OXOXXOOXO-OX--X---	-XOOOO-XXO-OXO--O---XX-OX--XOXXOOX-XO---XXXOO-XOXOOXXOX-XO--O---	16	0	false
XOOOX-XOOOOOO-XX-XXO-XO----XO-OOX--OX-O-OOXXXXXOX--OOXOX---O----	-XO-O-XO-OXOOOXX-XX--X---OXXO-OXOOXOXOOO--X--XOO--O--XOO-XOX--OX	16	13	false
O-XOXO-XOO----O-------X--O-XOXOO---XXXOX----OOX-XO-OO---O--OX---	O-XOXO-X-X----XX-O------XXOXO-X-OXOOO----OXX-------XX-XO---OX--X	16	12	false
-XX-OX--OOOOOXO-XXOO----X--OXOOOO-OOO---O--OOO---XO----OXX-O----	X-OOXXO-XX---XOX-O-O-OOXO-OOOOO---OOX-OO--O-O-XX----O-O--O--O---	16	1	false
O-OX---O---OOXOO--O---OX-OOOOOXOXXXXXOO--XXO-O-OX-OX-XX-O----X--	O-OX---O---OOXOO--O---OX-OOOOOXOXXXXXOO--XXO-O-OX-OX-XX-O----X--	16	7	false
XOOX--XXOO-O-OXO-O----O---OXOOO---OOOO-XXO-XOXXX--X--XXXOXXO-XX-	OXXO-XX---X--XXXXO-XOXXX--OOOO-X--OXOOO--O----O-OO-O-OXOXOOX--XX	16	15	false
X-X-OXXO---OXOOO-OX-OXOO-OOXO--X--XXOXOOOOX-O---XOOOXO-O-X-OO---	X-X-OXXO---OXOOO-OX-OXOO-OOXO--X--XXOXOOOOX-O---XOOOXO-O-X-OO---	16	0	false
X-XX-X-XO--OO-OO--OXOOOXXXOXX-XX-OXOOX---XXO--OX--X-XO-OOOX-OO--	X-XX-X-XO--OO-OO--OXOOOXXXOXX-XX-OXOOX---XXO--OX--X-XO-OOOX-OO--	16	2	false
-XOOOX--XX---X-O-XXOO-OX-X-XO----O-XO-XOXXXXXO-XXOXXX-XO--O-X---	-XOX-OX--O-O-X----X---OOOOOXXX-X-OOOOX-XXOO--O-X-XOXOOOO-OO---O-	16	0	false
O-OOXXX---XX-OO-XXXO--XOOO-XXOX-O--OX-X-OO-O--OOO-XO-XOX-OO-X---	X-OXXXX---OX-X-XXOO---OXXOXOXXX-O--OO--OOX-X--O-OXOOOXX---X--XO-	16	9	false
XXO-XOXOXXXO-XX--XOO--OX--XOO-X-OX-OOXO-X-O-XX-OX---OOXXXXXO---O	O-X--OXOXXOXO-X-OX--XXO-X--OOXO--OOOO--OOXOX-O-XXXX-X--XXX--OXXX	16	15	false
XX-----XOOXX--O-XXOO-XOXOXOOO--XXOXOXOOX-XX-OOX-XXOXO--OXOX-OO--	XX-XOXOXOXXOXXOXXOXXOOX--X-OOOX-OOOXO---O-OO-X----XO-OO--O-XXX-X	16	13	false
O-X--O-XXO--OX-X-OOOO----OXOOOO-XO-XO--X--XXOXXXXX---OXOOXO--X--	-XOO--OO-OO-X---OXO-X-OX--XXXXX---OOXX--X-O-OX-OOO-XXXX-XO-O--OX	16	11	false
X---O-XO--XO-XOXOXXXXO--XX-XOO-OXX-XX-XOXO---OOOXO-XXXOO-X-O--O-	O-XOOOO---OOOXXO-OO------XOOO-OXX-OXO-O--OXX-XO-OX--OXXXXO-XXXX-	16	11	false
XOOXXO-XOO----OO-X---X-OX-OXXOOO--XXOOX--OXXOXOXXOOX---XO-OXO-O-	X-OXXOOXOO----OOO-X---X-OOOXXO-X-XOOXX--XOXOXXO-X---XOOX-O-OXO-O	16	2	false
XXXO--XXOX-OXOX-X-OO-XXOXOXOO-X-OX-XX--XOXXOOOOX---XX-XOXXOOOX--	X-OOXXOXX-XXO-XXO-X-XO-XOXOXOOOOOXOXO-X-X-O--XO--XO-XXXX-OXX-O-X	16	10	false
XXXXOXOO-X--XOXO-XXO-XO-OX-OOX-----XOXOOXXX-O--XOO-XXXXOXOOXX-O-	XXXXOXOO-X--XOXO-XXO-XO-OX-OOX-----XOXOOXXX-O--XOO-XXXXOXOOXX-O-	16	3	false
X-X-O--OX-O-XOO-OXOOOXX-X-OOOX-X-O-XXXXOXX-X-XOX-O--OXOXXOX----X	XXXOX--O-OOX-XO--XXXXXO--O-XOOXO--XXOO--X---OOOXOOXO-X--X-X-XOXX	16	14	false
OOO-OXOX-XOXXOXOOO--OO--O-XOXOXOOO-OOOX-XXOXXO-X-XO---OX-OXX-X--	OX-X-OO-XO-OO-X-OXXXXX-OXOXOXO---O-XXO-OXX-O-XXOXOX-XOOXX-XXXO--	16	4	false
O-OXOXOX--OO-XX-XXO-XOO-XOXXOXO-OXOOOOO-X-X-XXOOXX--XOOOXXXXXO--	OOOOOX--OO--OXXXO-O-OOXXXOXXXXX-OXOOXOX-OOX-OXX---XX-OO-X-XOXOXO	16	8	false
O--O-XXXX--XX---XX-XX--XXX-XOXX----OO-O----XXOXOXXOOOXOOOOOX--O-	OOOX--O-XXOOOXOO---XXOXO---OO-O-XX-XOXX-XX-XX--XX--XX---O--O-XXX	16	14	false
